REFERENCE_ID,SOURCE,TARGET,SOURCE_INVENTORY_ID,TARGET_INVENTORY_ID,REFERENCE_TYPE,REFERENCE_FORM,EVIDENCE,CONFIDENCE,OPERATIONAL_IMPACT
REF-002592,SPR008OA_IMPLEMENTATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0142,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 178: A matriz oficial CORE-001 + SPR-008A até SPR-008O + SPR-008OA foi executada com,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002593,SPR008OA_IMPLEMENTATION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0142,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 161: SPR-008O com `python -m trace --count --missing --summary` da biblioteca padrão.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002594,SPR008OA_IMPLEMENTATION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0142,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 178: A matriz oficial CORE-001 + SPR-008A até SPR-008O + SPR-008OA foi executada com,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002595,SPR008OA_IMPLEMENTATION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0142,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 206: SPR-008O. Nenhuma das duas falhas importa `cko.core.workspace`. Elas não foram,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002596,SPR008OA_IMPLEMENTATION_REPORT.md,SPR008P_IMPLEMENTATION_REPORT.md,INV-0142,INV-0143,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 255: SPR-008P foi iniciado.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002597,SPR008P_IMPLEMENTATION_REPORT.md,CKO_TESTS.cmd,INV-0143,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 201: A suíte ampliada `CKO_TESTS.cmd -q` também foi executada:,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002598,SPR008P_IMPLEMENTATION_REPORT.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0143,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 210: 2. `test_persistence_spr005a.py::test_existing_table_is_preserved`: um handle,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002599,SPR008P_IMPLEMENTATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0143,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 187: A matriz oficial CORE-001 + SPR-008A até SPR-008P, incluindo SPR-008OA, foi",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002600,SPR008P_IMPLEMENTATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0143,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 256: 13. A regressão SPR-008A–008P foi aprovada? **Sim, 419/419 testes.**",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002601,SPR008P_IMPLEMENTATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0143,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 270: regressão oficial CORE-001/SPR-008A–008P foi aprovada em 419/419. A SPR-008P está,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002602,SPR008P_IMPLEMENTATION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0143,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 144: Nenhum arquivo ou contrato homologado da SPR-008O/OA foi modificado.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002603,SPR008P_IMPLEMENTATION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0143,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 169: biblioteca padrão, já homologada nas SPR-008O/OA:",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002604,SPR008P_IMPLEMENTATION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0143,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 223: - A árvore física atual é unária conforme a fundação homologada na SPR-008O.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002605,SPR008P_IMPLEMENTATION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0143,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 24: `ExecutionValidator` da SPR-008O em `cko.core.discovery` e na raiz `cko.core`.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002606,SPR008P_IMPLEMENTATION_REPORT.md,SPR008O_IMPLEMENTATION_REPORT.md,INV-0143,INV-0141,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 6: `ExecutionPlan` físico homologado na SPR-008O, validar sua integridade, percorrer",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002607,SPR008P_IMPLEMENTATION_REPORT.md,SPR008Q_IMPLEMENTATION_REPORT.md,INV-0143,INV-0144,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 271: pronta para homologação formal. Nenhum trabalho referente à SPR-008Q foi iniciado.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002608,SPR008Q_IMPLEMENTATION_REPORT.md,CKO_TESTS.cmd,INV-0144,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 206: A suíte ampliada `CKO_TESTS.cmd -q` também foi executada:,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002609,SPR008Q_IMPLEMENTATION_REPORT.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0144,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 215: 2. `test_persistence_spr005a.py::Spr005ATests::test_existing_table_is_preserved`:,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002610,SPR008Q_IMPLEMENTATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0144,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 192: A matriz oficial CORE-001 + SPR-008A até SPR-008Q, incluindo SPR-008OA, foi",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002611,SPR008Q_IMPLEMENTATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0144,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 240: contratos homologados de CORE-001 e SPR-008A–008P/OA permanecem inalterados.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002612,SPR008Q_IMPLEMENTATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0144,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 262: 14. A regressão SPR-008A–008Q foi aprovada? **Sim, 438/438 na matriz oficial.**",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002613,SPR008Q_IMPLEMENTATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0144,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 275: regressão oficial CORE-001/SPR-008A–008Q foi aprovada em 438/438. A SPR-008Q está,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002614,SPR008Q_IMPLEMENTATION_REPORT.md,SPR008P_IMPLEMENTATION_REPORT.md,INV-0144,INV-0143,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 219: As duas ocorrências são as mesmas registradas na SPR-008P, não importam",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002615,SPR008Q_IMPLEMENTATION_REPORT.md,SPR008P_IMPLEMENTATION_REPORT.md,INV-0144,INV-0143,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 8: coordena o `ExecutionEngine` da SPR-008P e produz métricas e relatório.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002616,SPR008Q_IMPLEMENTATION_REPORT.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0144,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 276: pronta para homologação formal. Nenhum trabalho referente à SPR-008R foi iniciado.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002617,SPR008R_IMPLEMENTATION_REPORT.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0145,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 202: 2. `tests/test_persistence_spr005a.py::Spr005ATests::test_existing_table_is_preserved`:,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002618,SPR008S_IMPLEMENTATION_REPORT.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0146,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 215: 2. `tests/test_persistence_spr005a.py::Spr005ATests::test_existing_table_is_preserved`:,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002619,SPR008S_IMPLEMENTATION_REPORT.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0146,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 209: As duas falhas são legadas, já registradas na SPR-008R, e não foram introduzidas",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002620,SPR008T_IMPLEMENTATION_REPORT.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0147,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 227: 2. `tests/test_persistence_spr005a.py::Spr005ATests::test_existing_table_is_preserved`:,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002621,SPR008T_IMPLEMENTATION_REPORT.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0147,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 18: dependência direta do Runtime e sem alteração dos contratos das SPR-008R e,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002622,SPR008T_IMPLEMENTATION_REPORT.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0147,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 221: As duas falhas são legadas, foram registradas anteriormente nas SPR-008R e",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002623,SPR008T_IMPLEMENTATION_REPORT.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0147,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 19: SPR-008S.,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002624,SPR008T_IMPLEMENTATION_REPORT.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0147,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 222: SPR-008S e não foram introduzidas pela SPR-008T:,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002625,SPR008T_IMPLEMENTATION_REPORT.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0147,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 233: aprovados no baseline da SPR-008S. Componentes legados não foram alterados para,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002626,SPR008T_IMPLEMENTATION_REPORT.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0147,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 40: SPR-008S, são expostas pelo Connector e representadas por `StorageOperation.WRITE`",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002627,SPR008U_IMPLEMENTATION_REPORT.md,docs/sprint/CKO-SPR-005A_TERMO_OFICIAL.md,INV-0148,INV-0095,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 274: 2. `tests/test_persistence_spr005a.py::Spr005ATests::test_existing_table_is_preserved`:,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002628,SPR008U_IMPLEMENTATION_REPORT.md,SPR008R_IMPLEMENTATION_REPORT.md,INV-0148,INV-0145,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 20: sem alteração dos contratos das SPR-008R, SPR-008S e SPR-008T.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002629,SPR008U_IMPLEMENTATION_REPORT.md,SPR008S_IMPLEMENTATION_REPORT.md,INV-0148,INV-0146,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 20: sem alteração dos contratos das SPR-008R, SPR-008S e SPR-008T.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002630,SPR008U_IMPLEMENTATION_REPORT.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0148,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 20: sem alteração dos contratos das SPR-008R, SPR-008S e SPR-008T.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002631,SPR008U_IMPLEMENTATION_REPORT.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0148,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 269: SPR-008T:,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002632,SPR008U_IMPLEMENTATION_REPORT.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0148,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 278: A SPR-008T registrou 601 aprovações e as mesmas 2 falhas legadas. A regressão da,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002633,SPR008V_IMPLEMENTATION_REPORT.md,SPR008U_IMPLEMENTATION_REPORT.md,INV-0149,INV-0148,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 234: --basetemp=runtime\temp\pytest_spr008u_regression tests -q`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002634,SPR008W_IMPLEMENTATION_REPORT.md,SPR008U_IMPLEMENTATION_REPORT.md,INV-0150,INV-0148,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 331: --basetemp=runtime\temp\pytest_spr008u_regression tests -q`,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002635,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md,INV-0151,INV-0007,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 5: **Baseline declarado:** CORE-001, `ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md`, SPR-008A–W e SPR-008OA",HIGH,Path/name-sensitive consumer; relocation may require update
REF-002636,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,CKO_CORE_V1_ARCHITECTURE_MAP.md,INV-0151,INV-0016,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 55: O inventário nominal e a árvore completa estão em `CKO_CORE_V1_ARCHITECTURE_MAP.md`; a superfície de símbolos está em `CKO_CORE_V1_PUBLIC_API_CATALOG.md`.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002637,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,CKO_CORE_V1_EXCEPTION_CATALOG.md,INV-0151,INV-0019,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 107: Foram encontradas 119 classes de exceção e seis raízes independentes (`CKOError`, `ConnectorException`, `StorageException`, `CheckpointException`, `RuntimeErrorBase`, `UnitOfWorkException`), além de famílias `ValueError` de planner/execution/index/statistics. A taxonomia proposta",HIGH,Path/name-sensitive consumer; relocation may require update
REF-002638,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,CKO_CORE_V1_LOGGING_EVENT_CATALOG.md,INV-0151,INV-0022,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 109: Foram encontradas 48 chamadas estruturadas. Há três convenções de nome (`snake_case`, `dot.case`, frases com espaços) e chamadas que não preenchem `extra.event`, especialmente partes antigas de Discovery. Contextos podem registrar paths de workspace/build/cleaning e mensagens de ",HIGH,Path/name-sensitive consumer; relocation may require update
REF-002639,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,CKO_CORE_V1_PUBLIC_API_CATALOG.md,INV-0151,INV-0023,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 55: O inventário nominal e a árvore completa estão em `CKO_CORE_V1_ARCHITECTURE_MAP.md`; a superfície de símbolos está em `CKO_CORE_V1_PUBLIC_API_CATALOG.md`.,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002640,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,CKO_CORE_V1_TEST_AND_COVERAGE_REPORT.md,INV-0151,INV-0026,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 123: Falhas legadas confirmadas sem alteração: `collect_metadata()` rejeita `calculate_hash`; o teste de persistência deixa `cko.db` aberto no teardown Windows. A cobertura por entrega supera 90%, mas sete módulos individuais estão abaixo de 90%; detalhes em `CKO_CORE_V1_TEST_AND_COVE",HIGH,Path/name-sensitive consumer; relocation may require update
REF-002641,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,CKO_RUNTIME.cmd,INV-0151,INV-0064,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 25: | Python | `CKO_RUNTIME.cmd`: 3.13.14 | conforme |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002642,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,CKO_RUNTIME.cmd,INV-0151,INV-0064,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 26: | PowerShell | `CKO_RUNTIME.cmd`: 5.1.26100.8894 | conforme |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002643,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,CKO_TESTS.cmd,INV-0151,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 115: | regressão `CKO_TESTS.cmd -q` | 686 passed, 2 failed, 0 skipped, 30,99 s |",HIGH,Path/name-sensitive consumer; relocation may require update
REF-002644,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,pyproject.toml,INV-0151,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 16: Foram analisados integralmente `src/cko/core` (150 módulos, 29.411 linhas), `tests` (29 arquivos), `pyproject.toml`, `requirements.txt`, scripts `CKO_*.cmd`, relatórios `SPR008*_IMPLEMENTATION_REPORT.md`, ADRs e ARCH-001 v1.1. Foram usados: parsing AST de todos os módulos; inspeç",HIGH,Path/name-sensitive consumer; relocation may require update
REF-002645,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,pyproject.toml,INV-0151,INV-0112,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 82: | Versionamento (24) | NÃO CONFORME | objetivo v1.0; componentes 1.0 | `pyproject.toml` e `cko.core.__version__` = 0.1.0 | P1 | decisão formal de release |,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002646,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,requirements.txt,INV-0151,INV-0120,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,"line 16: Foram analisados integralmente `src/cko/core` (150 módulos, 29.411 linhas), `tests` (29 arquivos), `pyproject.toml`, `requirements.txt`, scripts `CKO_*.cmd`, relatórios `SPR008*_IMPLEMENTATION_REPORT.md`, ADRs e ARCH-001 v1.1. Foram usados: parsing AST de todos os módulos; inspeç",HIGH,Path/name-sensitive consumer; relocation may require update
REF-002647,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,SPR008A_IMPLEMENTATION_REPORT.md,INV-0151,INV-0127,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 5: **Baseline declarado:** CORE-001, `ARCH-001_CKO_CORE_MASTER_ARCHITECTURE_v1.1.md`, SPR-008A–W e SPR-008OA",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002648,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0151,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 116: | SPR-008T | 29 passed, 4,31 s |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002649,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,SPR008U_IMPLEMENTATION_REPORT.md,INV-0151,INV-0148,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 117: | SPR-008U | 28 passed, 3,46 s |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002650,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,SPR008V_IMPLEMENTATION_REPORT.md,INV-0151,INV-0149,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 118: | SPR-008V | 31 passed, 3,45 s |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002651,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,SPR008W_IMPLEMENTATION_REPORT.md,INV-0151,INV-0150,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 119: | SPR-008W | 26 passed, 1,14 s |",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002652,SPR009_ARCHITECTURE_CERTIFICATION_REPORT.md,SPR010_IMPLEMENTATION_REPORT.md,INV-0151,INV-0154,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,"line 151: **CERTIFICADO COM RESSALVAS.** O SDK é robusto o bastante para iniciar modelos e contratos da camada semântica, mas a certificação não autoriza declarar `v1.0` publicado nem iniciar persistência/governança sem resolver as quatro ressalvas P1. Não foi iniciada SPR-010.",MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002653,SPR009_IMPLEMENTATION_REPORT.md,CKO_BUILD.cmd,INV-0152,INV-0011,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 48: cmd /c CKO_BUILD.cmd,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002654,SPR009_IMPLEMENTATION_REPORT.md,CKO_CLEAN.cmd,INV-0152,INV-0012,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 47: cmd /c CKO_CLEAN.cmd --dry-run,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002655,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_ARCHITECTURE_DECISION.md,INV-0152,INV-0015,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 18: 10. `CKO_CORE_V1_ARCHITECTURE_DECISION.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002656,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_ARCHITECTURE_MAP.md,INV-0152,INV-0016,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 10: 2. `CKO_CORE_V1_ARCHITECTURE_MAP.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002657,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_DEPENDENCY_MATRIX.md,INV-0152,INV-0018,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 12: 4. `CKO_CORE_V1_DEPENDENCY_MATRIX.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002658,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_EXCEPTION_CATALOG.md,INV-0152,INV-0019,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 14: 6. `CKO_CORE_V1_EXCEPTION_CATALOG.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002659,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_GAP_ANALYSIS.md,INV-0152,INV-0021,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 16: 8. `CKO_CORE_V1_GAP_ANALYSIS.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002660,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_LOGGING_EVENT_CATALOG.md,INV-0152,INV-0022,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 13: 5. `CKO_CORE_V1_LOGGING_EVENT_CATALOG.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002661,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_PUBLIC_API_CATALOG.md,INV-0152,INV-0023,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 11: 3. `CKO_CORE_V1_PUBLIC_API_CATALOG.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002662,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_SEMANTIC_READINESS_REPORT.md,INV-0152,INV-0025,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 17: 9. `CKO_CORE_V1_SEMANTIC_READINESS_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002663,SPR009_IMPLEMENTATION_REPORT.md,CKO_CORE_V1_TEST_AND_COVERAGE_REPORT.md,INV-0152,INV-0026,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 15: 7. `CKO_CORE_V1_TEST_AND_COVERAGE_REPORT.md`,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002664,SPR009_IMPLEMENTATION_REPORT.md,CKO_RUNTIME.cmd,INV-0152,INV-0064,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 46: cmd /c CKO_RUNTIME.cmd,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002665,SPR009_IMPLEMENTATION_REPORT.md,CKO_TESTS.cmd,INV-0152,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 41: cmd /c CKO_TESTS.cmd -q,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002666,SPR009_IMPLEMENTATION_REPORT.md,CKO_TESTS.cmd,INV-0152,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 42: cmd /c CKO_TESTS.cmd tests\test_filesystem_storage_connector_spr008t.py -q,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002667,SPR009_IMPLEMENTATION_REPORT.md,CKO_TESTS.cmd,INV-0152,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 43: cmd /c CKO_TESTS.cmd tests\test_sqlite_storage_adapter_spr008u.py -q,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002668,SPR009_IMPLEMENTATION_REPORT.md,CKO_TESTS.cmd,INV-0152,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 44: cmd /c CKO_TESTS.cmd tests\test_checkpoint_foundation_spr008v.py -q,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002669,SPR009_IMPLEMENTATION_REPORT.md,CKO_TESTS.cmd,INV-0152,INV-0067,DOCUMENTARY_DEPENDENCY,PATH_REFERENCE,line 45: cmd /c CKO_TESTS.cmd tests\test_unit_of_work_foundation_spr008w.py -q,HIGH,Path/name-sensitive consumer; relocation may require update
REF-002670,SPR009_IMPLEMENTATION_REPORT.md,SPR008T_IMPLEMENTATION_REPORT.md,INV-0152,INV-0147,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 42: cmd /c CKO_TESTS.cmd tests\test_filesystem_storage_connector_spr008t.py -q,MEDIUM,Identity-level documentary navigation; physical path not implied
REF-002671,SPR009_IMPLEMENTATION_REPORT.md,SPR008U_IMPLEMENTATION_REPORT.md,INV-0152,INV-0148,DOCUMENTARY_DEPENDENCY,IDENTIFIER_REFERENCE,line 43: cmd /c CKO_TESTS.cmd tests\test_sqlite_storage_adapter_spr008u.py -q,MEDIUM,Identity-level documentary navigation; physical path not implied
